"train_1year" "train_5year" "test_1year" "test_5year"
"UCEC_Genes and covars_23" 0.818997347511616 0.875246695983281 0.349635960747072 0.498884379737803
"UCEC_Genes_23" 0.759319135721774 0.800684468979199 0.4556821779044 0.626997909099937
"UCEC_Covars_23" 0.750415332617727 0.800992307965453 0.273306426084204 0.291243471522222
"UCEC_Genes and covars_24" 0.804592638832481 0.813176790205482 0.75095774355504 0.743320747777964
"UCEC_Genes_24" 0.825879361653384 0.765956778171721 0.811653259393649 0.855245567752163
"UCEC_Covars_24" 0.701031825627822 0.731113807991562 0.578195100661761 0.441320306270002
"UCEC_Genes and covars_25" 0.817751787575993 0.775506468772148 0.805424182443387 0.756156996142828
"UCEC_Genes_25" 0.814281328577974 0.76323207439398 0.699248396272477 0.525364964202128
"UCEC_Covars_25" 0.585427520801494 0.64679623711361 0.88458662359595 0.827842662262319
"UCEC_Genes and covars_26" 0.862976316387949 0.819356997699243 0.630941853150921 0.662374219060948
"UCEC_Genes_26" 0.866745078646678 0.798271829419106 0.669816575058861 0.435461315509636
"UCEC_Covars_26" 0.692887425334215 0.656783260507597 0.629229804674108 0.841509573810772
"UCEC_Genes and covars_27" 0.840506744880322 0.863348950400211 0.716535276633268 0.706684533037091
"UCEC_Genes_27" 0.836029466300065 0.856391836337727 0.646778421835242 0.509930301435139
"UCEC_Covars_27" 0.690261333887536 0.639777694492173 0.648954194524206 0.801843098865959
"UCEC_Genes and covars_28" 0.90184486869185 0.849860233537675 0.659777179268528 0.668938412743247
"UCEC_Genes_28" 0.880297887318295 0.795999314603886 0.622151367554492 0.582249567202682
"UCEC_Covars_28" 0.656745493510956 0.705735352498551 0.687189655510425 0.670827612060346
"UCEC_Genes and covars_29" 0.800817179385644 0.846235800103522 0.720214395099541 0.549524349718329
"UCEC_Genes_29" 0.803500313641234 0.832161377283249 0.737387880113761 0.482932978794807
"UCEC_Covars_29" 0.705698564498924 0.733306443816836 0.563126230584117 0.671687654536638
"UCEC_Genes and covars_30" 0.807437424706224 0.824170998404989 0.692189786362306 0.771325674490041
"UCEC_Genes_30" 0.800407337945882 0.784830171944146 0.637584138132865 0.633385050226419
"UCEC_Covars_30" 0.682785973606953 0.692863418079692 0.609600892595844 0.666868259754282
