"Concordance" "se"
"LUAD Genes train21" 0.694819408974827 0.0330034980629735
"LUAD Genes test21" 0.520538243626062 NA
"LUAD Covars train21" 0.68633710324699 0.0367793247098898
"LUAD Covars test21" 0.59601706970128 NA
"LUAD Genes and covars train22" 0.730659456211507 0.032610526398214
"LUAD Genes and covars test22" 0.482608695652174 NA
"LUAD Genes train22" 0.683265735316208 0.03207653384867
"LUAD Genes test22" 0.481159420289855 NA
"LUAD Covars train22" 0.692917229983476 0.0321219010001149
"LUAD Covars test22" 0.458515283842795 NA
"LUAD Genes and covars train23" 0.721980721980722 0.0436880213459808
"LUAD Genes and covars test23" 0.575718015665796 NA
"LUAD Genes train23" 0.678888678888679 0.0392964418591435
"LUAD Genes test23" 0.509791122715405 NA
"LUAD Covars train23" 0.67992817992818 0.0410270039275973
"LUAD Covars test23" 0.628196721311475 NA
"LUAD Genes and covars train24" 0.706485244742887 0.0395055790205875
"LUAD Genes and covars test24" 0.719083969465649 NA
"LUAD Genes train24" 0.662219473405195 0.0405330508879536
"LUAD Genes test24" 0.666412213740458 NA
"LUAD Covars train24" 0.666681392472168 0.0398063113926432
"LUAD Covars test24" 0.679447852760736 NA
"LUAD Genes and covars train25" 0.701222662304116 0.0374279055362524
"LUAD Genes and covars test25" 0.642201834862385 NA
"LUAD Genes train25" 0.664112278284829 0.0398595392305995
"LUAD Genes test25" 0.591326105087573 NA
"LUAD Covars train25" 0.660495953159979 0.0369105042984003
"LUAD Covars test25" 0.719665271966527 NA
"LUAD Genes and covars train26" 0.719488104440436 0.0382028512046461
"LUAD Genes and covars test26" 0.663844199830652 NA
"LUAD Genes train26" 0.645452203040453 0.0367606945064693
"LUAD Genes test26" 0.65198983911939 NA
"LUAD Covars train26" 0.675942626470841 0.0375740508757747
"LUAD Covars test26" 0.652210884353742 NA
"LUAD Genes and covars train27" 0.703687367678193 0.0369873134200523
"LUAD Genes and covars test27" 0.618098159509202 NA
"LUAD Genes train27" 0.65393436838391 0.0378411794406382
"LUAD Genes test27" 0.529907975460123 NA
"LUAD Covars train27" 0.657242413549753 0.0348288300892404
"LUAD Covars test27" 0.636363636363636 NA
"LUAD Genes and covars train28" 0.702996616723055 0.0368887257229792
"LUAD Genes and covars test28" 0.640081799591002 NA
"LUAD Genes train28" 0.645964233929434 0.0362154269976553
"LUAD Genes test28" 0.513292433537832 NA
"LUAD Covars train28" 0.674520702432737 0.0343471350049636
"LUAD Covars test28" 0.686153846153846 NA
"LUAD Genes and covars train29" 0.731052922736493 0.0361210899498277
"LUAD Genes and covars test29" 0.550170648464164 NA
"LUAD Genes train29" 0.667342799188641 0.0383074355821879
"LUAD Genes test29" 0.462116040955631 NA
"LUAD Covars train29" 0.698552461737046 0.0347499785680044
"LUAD Covars test29" 0.644137931034483 NA
"LUSC Genes and covars train" 0.675670872578639 0.0279410288749053
"LUSC Genes and covars test" 0.568271954674221 NA
"LUSC Genes train" 0.659024939280848 0.0274086928648175
"LUSC Genes test" 0.55070821529745 NA
"LUSC Covars train" 0.555328475801197 0.0316596878284112
"LUSC Covars test" 0.596774193548387 NA
"LUSC Genes and covars train1" 0.687653742532506 0.0261703284114356
"LUSC Genes and covars test1" 0.530827950675279 NA
"LUSC Genes train1" 0.675295771348249 0.0255215785300513
"LUSC Genes test1" 0.555490311215502 NA
"LUSC Covars train1" 0.579887548319082 0.0313744155549686
"LUSC Covars test1" 0.505938242280285 NA
"LUSC Genes and covars train2" 0.670440021909805 0.0284780722428576
"LUSC Genes and covars test2" 0.524960588544404 NA
"LUSC Genes train2" 0.657659302537886 0.0294031382675776
"LUSC Genes test2" 0.495007882291119 NA
"LUSC Covars train2" 0.571937191893372 0.0339424158502657
"LUSC Covars test2" 0.530005310674456 NA
"LUSC Genes and covars train3" 0.681730034671211 0.0262338886611127
"LUSC Genes and covars test3" 0.423460410557185 NA
"LUSC Genes train3" 0.652935299994124 0.0263172255445186
"LUSC Genes test3" 0.434604105571847 NA
"LUSC Covars train3" 0.593465358171241 0.0319221709527879
"LUSC Covars test3" 0.488179669030733 NA
"LUSC Genes and covars train4" 0.660163776493256 0.0299724888211396
"LUSC Genes and covars test4" 0.570362473347548 NA
"LUSC Genes train4" 0.647940751445087 0.0269077749197014
"LUSC Genes test4" 0.561300639658849 NA
"LUSC Covars train4" 0.564938583815029 0.033538371387428
"LUSC Covars test4" 0.54648038688877 NA
"LUSC Genes and covars train5" 0.631381524572446 0.0323197618653426
"LUSC Genes and covars test5" 0.554261760596181 NA
"LUSC Genes train5" 0.618539004386801 0.0295298193577319
"LUSC Genes test5" 0.52398695854681 NA
"LUSC Covars train5" 0.570570284188442 0.0327016214736295
"LUSC Covars test5" 0.553361542078044 NA
"LUSC Genes and covars train6" 0.649481409595439 0.0283773255756096
"LUSC Genes and covars test6" 0.4957805907173 NA
"LUSC Genes train6" 0.645963486383211 0.0284849239757835
"LUSC Genes test6" 0.467299578059072 NA
"LUSC Covars train6" 0.559440771516953 0.0305523203308313
"LUSC Covars test6" 0.571656899307405 NA
"LUSC Genes and covars train7" 0.638945883559887 0.0292943303395675
"LUSC Genes and covars test7" 0.574410163339383 NA
"LUSC Genes train7" 0.620992562195435 0.0300366662154802
"LUSC Genes test7" 0.570780399274047 NA
"LUSC Covars train7" 0.5827776352911 0.0303307558819459
"LUSC Covars test7" 0.538602941176471 NA
"LUSC Genes and covars train8" 0.636985110943746 0.0286608298826804
"LUSC Genes and covars test8" 0.620604565083282 NA
"LUSC Genes train8" 0.617461329007589 0.02787037157421
"LUSC Genes test8" 0.632942628007403 NA
"LUSC Covars train8" 0.562800532993453 0.032096639733272
"LUSC Covars test8" 0.545112781954887 NA
"LUSC Genes and covars train9" 0.644154634373544 0.0274096913562522
"LUSC Genes and covars test9" 0.504542701393095 NA
"LUSC Genes train9" 0.633500232883093 0.0260203152862745
"LUSC Genes test9" 0.480920654149001 NA
"LUSC Covars train9" 0.568409408476945 0.0317830046835414
"LUSC Covars test9" 0.539828431372549 NA
"LUSC Genes and covars train10" 0.618011667476908 0.0278349145046258
"LUSC Genes and covars test10" 0.648902821316614 NA
"LUSC Genes train10" 0.596499756927564 0.0304411261946769
"LUSC Genes test10" 0.660919540229885 NA
"LUSC Covars train10" 0.569549100631988 0.0292671965764675
"LUSC Covars test10" 0.55379746835443 NA
"LUSC Genes and covars train11" 0.625039123630673 0.0297407809702859
"LUSC Genes and covars test11" 0.612421762156957 NA
"LUSC Genes train11" 0.619780907668232 0.0276756994708654
"LUSC Genes test11" 0.595570534424651 NA
"LUSC Covars train11" 0.549984350547731 0.0328426032268856
"LUSC Covars test11" 0.59367396593674 NA
"LUSC Genes and covars train12" 0.660925479389138 0.0269947919717012
"LUSC Genes and covars test12" 0.57442748091603 NA
"LUSC Genes train12" 0.649041221724653 0.0277172516745959
"LUSC Genes test12" 0.545801526717557 NA
"LUSC Covars train12" 0.562808588816167 0.0306949448216722
"LUSC Covars test12" 0.577863577863578 NA
"LUSC Genes and covars train13" 0.652965534039703 0.0278368828687693
"LUSC Genes and covars test13" 0.561586638830898 NA
"LUSC Genes train13" 0.643161612471075 0.0279387065025926
"LUSC Genes test13" 0.541753653444676 NA
"LUSC Covars train13" 0.559280233832663 0.0335048190929377
"LUSC Covars test13" 0.575709779179811 NA
"LUSC Genes and covars train14" 0.647029511101268 0.0273605165355793
"LUSC Genes and covars test14" 0.603690036900369 NA
"LUSC Genes train14" 0.638170643928908 0.0267306032255788
"LUSC Genes test14" 0.571217712177122 NA
"LUSC Covars train14" 0.560046509052655 0.0309046051215375
"LUSC Covars test14" 0.547904191616767 NA
"LUSC Genes and covars train15" 0.679107577285943 0.0267693494950161
"LUSC Genes and covars test15" 0.504164353137146 NA
"LUSC Genes train15" 0.674063964872723 0.0270682069993824
"LUSC Genes test15" 0.494725152692948 NA
"LUSC Covars train15" 0.55283925710556 0.0315094213202526
"LUSC Covars test15" 0.583005064715813 NA
"LUSC Genes and covars train16" 0.649746192893401 0.0294355003089514
"LUSC Genes and covars test16" 0.548525010688328 NA
"LUSC Genes train16" 0.628914232975147 0.0304026932015978
"LUSC Genes test16" 0.507909362975631 NA
"LUSC Covars train16" 0.551948051948052 0.0333054113559151
"LUSC Covars test16" 0.587829089339663 NA
"LUSC Genes and covars train17" 0.703823371028541 0.0274960904166525
"LUSC Genes and covars test17" 0.528194726166329 NA
"LUSC Genes train17" 0.681004308023694 0.0286337917615136
"LUSC Genes test17" 0.518864097363083 NA
"LUSC Covars train17" 0.602820409262251 0.032547314963147
"LUSC Covars test17" 0.488515176374077 NA
"LUSC Genes and covars train18" 0.650062344139651 0.027182260010778
"LUSC Genes and covars test18" 0.564064801178203 NA
"LUSC Genes train18" 0.642456359102244 0.0255013028280075
"LUSC Genes test18" 0.561610211094747 NA
"LUSC Covars train18" 0.564682044887781 0.0318830456194906
"LUSC Covars test18" 0.54045954045954 NA
"LUSC Genes and covars train19" 0.645506582713223 0.0282336835155021
"LUSC Genes and covars test19" 0.557124518613607 NA
"LUSC Genes train19" 0.640870062965083 0.0286420144580799
"LUSC Genes test19" 0.482028241335045 NA
"LUSC Covars train19" 0.53909559244419 0.0319505546626976
"LUSC Covars test19" 0.608752449379491 NA
"LUSC Genes and covars train20" 0.680834388376439 0.0267288445987408
"LUSC Genes and covars test20" 0.580978260869565 NA
"LUSC Genes train20" 0.66618436124676 0.0275589480890772
"LUSC Genes test20" 0.564130434782609 NA
"LUSC Covars train20" 0.571803219388678 0.031081297576212
"LUSC Covars test20" 0.558613098514034 NA
"LUSC Genes and covars train21" 0.654951882080643 0.0285382037636463
"LUSC Genes and covars test21" 0.558199689601655 NA
"LUSC Genes train21" 0.6262638567426 0.0287620015300876
"LUSC Genes test21" 0.561303673047077 NA
"LUSC Covars train21" 0.571841880862468 0.0324075359409235
"LUSC Covars test21" 0.556020942408377 NA
"LUSC Genes and covars train22" 0.671679631230193 0.028269183579414
"LUSC Genes and covars test22" 0.561480552070263 NA
"LUSC Genes train22" 0.664131374243734 0.0282112654140802
"LUSC Genes test22" 0.518193224592221 NA
"LUSC Covars train22" 0.550878709305676 0.0317192190677434
"LUSC Covars test22" 0.5965801139962 NA
"LUSC Genes and covars train23" 0.675318961724593 0.0290040994218855
"LUSC Genes and covars test23" 0.559597893729057 NA
"LUSC Genes train23" 0.646910942115518 0.0277941824952573
"LUSC Genes test23" 0.57060794638583 NA
"LUSC Covars train23" 0.581515932373829 0.0327739404830345
"LUSC Covars test23" 0.535265700483092 NA
"LUSC Genes and covars train24" 0.641763554736963 0.0287704077682705
"LUSC Genes and covars test24" 0.509705698184095 NA
"LUSC Genes train24" 0.616668585242316 0.0273978064176509
"LUSC Genes test24" 0.525360050093926 NA
"LUSC Covars train24" 0.58590422470358 0.0325785030157637
"LUSC Covars test24" 0.475190839694656 NA
"LUSC Genes and covars train25" 0.673419913419913 0.0261845267395432
"LUSC Genes and covars test25" 0.535692861427714 NA
"LUSC Genes train25" 0.662279942279942 0.0261615069792527
"LUSC Genes test25" 0.530893821235753 NA
"LUSC Covars train25" 0.572178932178932 0.0301840966651018
"LUSC Covars test25" 0.515501519756839 NA
"LUSC Genes and covars train26" 0.690042483850317 0.0263608365443289
"LUSC Genes and covars test26" 0.44677033492823 NA
"LUSC Genes train26" 0.686085084094745 0.0257924985889491
"LUSC Genes test26" 0.45633971291866 NA
"LUSC Covars train26" 0.547808880870628 0.0330287997757811
"LUSC Covars test26" 0.582729468599034 NA
"LUSC Genes and covars train27" 0.697337892294541 0.0258534109832225
"LUSC Genes and covars test27" 0.506820566631689 NA
"LUSC Genes train27" 0.673037000854805 0.0262186795395267
"LUSC Genes test27" 0.508394543546695 NA
"LUSC Covars train27" 0.582305531810966 0.0331347057178845
"LUSC Covars test27" 0.514028586553732 NA
"LUSC Genes and covars train28" 0.6513470681458 0.0301304700400133
"LUSC Genes and covars test28" 0.587711069418387 NA
"LUSC Genes train28" 0.634421553090333 0.0305366332005495
"LUSC Genes test28" 0.607410881801126 NA
"LUSC Covars train28" 0.576767036450079 0.0305471669901823
"LUSC Covars test28" 0.464015151515152 NA
"LUSC Genes and covars train29" 0.664673642252118 0.0277629317571733
"LUSC Genes and covars test29" 0.557465618860511 NA
"LUSC Genes train29" 0.661621823617339 0.0283031896952713
"LUSC Genes test29" 0.536345776031434 NA
"LUSC Covars train29" 0.534192825112108 0.0322725925951994
"LUSC Covars test29" 0.597712580805569 NA
"UCEC Genes and covars train" 0.844929151409011 0.0378027192528453
"UCEC Genes and covars test" 0.497630331753555 NA
"UCEC Genes train" 0.834336395312005 0.0322002786548312
"UCEC Genes test" 0.432859399684044 NA
"UCEC Covars train" 0.745820729183251 0.0472576728328846
"UCEC Covars test" 0.728571428571429 NA
"UCEC Genes and covars train1" 0.803261254874158 0.0398217555069053
"UCEC Genes and covars test1" 0.791914387633769 NA
"UCEC Genes train1" 0.789705623127093 0.0407372224572268
"UCEC Genes test1" 0.682897862232779 NA
"UCEC Covars train1" 0.692307692307692 0.0524222899602856
"UCEC Covars test1" 0.858851674641148 NA
"UCEC Genes and covars train2" 0.855581437018455 0.0378620347906724
"UCEC Genes and covars test2" 0.682352941176471 NA
"UCEC Genes train2" 0.801104972375691 0.0466193589845338
"UCEC Genes test2" 0.704225352112676 NA
"UCEC Covars train2" 0.764737502239742 0.049361961437628
"UCEC Covars test2" 0.67497034400949 NA
"UCEC Genes and covars train3" 0.805049594229035 0.0492273291088794
"UCEC Genes and covars test3" 0.704191616766467 NA
"UCEC Genes train3" 0.765957446808511 0.0514171179486342
"UCEC Genes test3" 0.620283018867925 NA
"UCEC Covars train3" 0.727682596934175 0.0542486319342608
"UCEC Covars test3" 0.741504854368932 NA
"UCEC Genes and covars train4" 0.80372845585649 0.0495335615669034
"UCEC Genes and covars test4" 0.667469879518072 NA
"UCEC Genes train4" 0.790084388185654 0.0430479805575617
"UCEC Genes test4" 0.606888361045131 NA
"UCEC Covars train4" 0.724234963067182 0.0509608847095743
"UCEC Covars test4" 0.784503631961259 NA
"UCEC Genes and covars train5" 0.846771602955348 0.0358254988698338
"UCEC Genes and covars test5" 0.604133545310016 NA
"UCEC Genes train5" 0.834938985228003 0.0293227524697899
"UCEC Genes test5" 0.5296875 NA
"UCEC Covars train5" 0.740443302280758 0.0462189774863567
"UCEC Covars test5" 0.732689210950081 NA
"UCEC Genes and covars train6" 0.790282184004007 0.0404983712172398
"UCEC Genes and covars test6" 0.7375 NA
"UCEC Genes train6" 0.75025041736227 0.0466957406636558
"UCEC Genes test6" 0.673050615595075 NA
"UCEC Covars train6" 0.680664551678076 0.0485006110368247
"UCEC Covars test6" 0.596100278551532 NA
"UCEC Genes and covars train7" 0.856086564472498 0.0264910541780266
"UCEC Genes and covars test7" 0.624569460390356 NA
"UCEC Genes train7" 0.817497310864109 0.0311967363465522
"UCEC Genes test7" 0.647531572904707 NA
"UCEC Covars train7" 0.71370604147881 0.0454403214322327
"UCEC Covars test7" 0.590069284064665 NA
"UCEC Genes and covars train8" 0.850322580645161 0.0355394629489122
"UCEC Genes and covars test8" 0.682766190998902 NA
"UCEC Genes train8" 0.821816841717339 0.0351042672422179
"UCEC Genes test8" 0.630952380952381 NA
"UCEC Covars train8" 0.742396313364055 0.0465250936416595
"UCEC Covars test8" 0.753607103218646 NA
"UCEC Genes and covars train9" 0.737845196421626 0.0543048695137111
"UCEC Genes and covars test9" 0.732869910625621 NA
"UCEC Genes train9" 0.733229632510208 0.0477469348117106
"UCEC Genes test9" 0.64152791380999 NA
"UCEC Covars train9" 0.623590042784909 0.0634838789602277
"UCEC Covars test9" 0.721721721721722 NA
"UCEC Genes and covars train10" 0.854199683042789 0.0355827968524295
"UCEC Genes and covars test10" 0.650717703349282 NA
"UCEC Genes train10" 0.792330590089301 0.0406829958576253
"UCEC Genes test10" 0.647129186602871 NA
"UCEC Covars train10" 0.801021306568058 0.035515141789457
"UCEC Covars test10" 0.587666263603386 NA
"UCEC Genes and covars train11" 0.838895098195753 0.0399550345194022
"UCEC Genes and covars test11" 0.70926517571885 NA
"UCEC Genes train11" 0.817604067365745 0.0380822503456157
"UCEC Genes test11" 0.626198083067093 NA
"UCEC Covars train11" 0.732795784767683 0.0504500531946452
"UCEC Covars test11" 0.779578606158833 NA
"UCEC Genes and covars train12" 0.857117626280466 0.0325704139376397
"UCEC Genes and covars test12" 0.62 NA
"UCEC Genes train12" 0.822733661278988 0.0385411745047409
"UCEC Genes test12" 0.51 NA
"UCEC Covars train12" 0.77013422818792 0.0427686306291972
"UCEC Covars test12" 0.653266331658292 NA
"UCEC Genes and covars train13" 0.861360969886586 0.0352087802549102
"UCEC Genes and covars test13" 0.685349065880039 NA
"UCEC Genes train13" 0.822602606496791 0.03923664315569
"UCEC Genes test13" 0.699115044247788 NA
"UCEC Covars train13" 0.744524833789597 0.0413008929234869
"UCEC Covars test13" 0.522343594836147 NA
"UCEC Genes and covars train14" 0.784368242199567 0.0436453795732381
"UCEC Genes and covars test14" 0.727272727272727 NA
"UCEC Genes train14" 0.765862651713013 0.0429949335343055
"UCEC Genes test14" 0.581818181818182 NA
"UCEC Covars train14" 0.725980846462774 0.0476642583395858
"UCEC Covars test14" 0.823529411764706 NA
"UCEC Genes and covars train15" 0.811001896878772 0.0479251327082903
"UCEC Genes and covars test15" 0.704280155642023 NA
"UCEC Genes train15" 0.762182566918325 0.0545778794826946
"UCEC Genes test15" 0.649805447470817 NA
"UCEC Covars train15" 0.751939989653388 0.047860909358038
"UCEC Covars test15" 0.703412073490814 NA
"UCEC Genes and covars train16" 0.881746513038205 0.0261092153999611
"UCEC Genes and covars test16" 0.561643835616438 NA
"UCEC Genes train16" 0.849600241363705 0.0298999325850012
"UCEC Genes test16" 0.532289628180039 NA
"UCEC Covars train16" 0.778729533050334 0.0407106912367521
"UCEC Covars test16" 0.6 NA
"UCEC Genes and covars train17" 0.821124361158433 0.042175969774674
"UCEC Genes and covars test17" 0.764811490125673 NA
"UCEC Genes train17" 0.817929759704251 0.0355489104864972
"UCEC Genes test17" 0.621184919210054 NA
"UCEC Covars train17" 0.719064581074803 0.0491601513949601
"UCEC Covars test17" 0.798181818181818 NA
"UCEC Genes and covars train18" 0.817297850562948 0.0387759281927995
"UCEC Genes and covars test18" 0.732467532467532 NA
"UCEC Genes train18" 0.781852294047416 0.0377916948046624
"UCEC Genes test18" 0.653008962868118 NA
"UCEC Covars train18" 0.729187990446946 0.0482805358478018
"UCEC Covars test18" 0.755905511811024 NA
"UCEC Genes and covars train19" 0.822119500085602 0.0535310424015438
"UCEC Genes and covars test19" 0.67379679144385 NA
"UCEC Genes train19" 0.815798433775962 0.0480015830847435
"UCEC Genes test19" 0.632352941176471 NA
"UCEC Covars train19" 0.744478685156651 0.0425226394065165
"UCEC Covars test19" 0.745967741935484 NA
"UCEC Genes and covars train20" 0.818421486241555 0.036418319184561
"UCEC Genes and covars test20" 0.684365781710915 NA
"UCEC Genes train20" 0.793216450925774 0.0372417678554017
"UCEC Genes test20" 0.628865979381443 NA
"UCEC Covars train20" 0.717581150107102 0.0442577647470836
"UCEC Covars test20" 0.793462109955423 NA
"UCEC Genes and covars train21" 0.828342080889163 0.0375393808064549
"UCEC Genes and covars test21" 0.746350364963504 NA
"UCEC Genes train21" 0.818977429755873 0.0362149818923911
"UCEC Genes test21" 0.572992700729927 NA
"UCEC Covars train21" 0.733945662241433 0.0446972130797126
"UCEC Covars test21" 0.743068391866913 NA
"UCEC Genes and covars train22" 0.830733343052923 0.0399923518387586
"UCEC Genes and covars test22" 0.501133786848073 NA
"UCEC Genes train22" 0.760730858468677 0.0430688166320547
"UCEC Genes test22" 0.526077097505669 NA
"UCEC Covars train22" 0.783787724158041 0.037934071743773
"UCEC Covars test22" 0.482678983833718 NA
"UCEC Genes and covars train23" 0.827402676399027 0.0414908650307666
"UCEC Genes and covars test23" 0.731428571428571 NA
"UCEC Genes train23" 0.782727687395469 0.0426676602046149
"UCEC Genes test23" 0.806390977443609 NA
"UCEC Covars train23" 0.779577250608273 0.0390896824210543
"UCEC Covars test23" 0.576923076923077 NA
"UCEC Genes and covars train24" 0.796999117387467 0.042447266347921
"UCEC Genes and covars test24" 0.73015873015873 NA
"UCEC Genes train24" 0.773389503247323 0.0429011400480991
"UCEC Genes test24" 0.625152625152625 NA
"UCEC Covars train24" 0.69152691968226 0.0511839394230974
"UCEC Covars test24" 0.827205882352941 NA
"UCEC Genes and covars train25" 0.84319205092377 0.029390284607998
"UCEC Genes and covars test25" 0.677816901408451 NA
"UCEC Genes train25" 0.832277992277992 0.0268423538343393
"UCEC Genes test25" 0.605633802816901 NA
"UCEC Covars train25" 0.730476634063034 0.0442529276242097
"UCEC Covars test25" 0.779751332149201 NA
"UCEC Genes and covars train26" 0.849368499257058 0.0407038697842005
"UCEC Genes and covars test26" 0.623362445414847 NA
"UCEC Genes train26" 0.841832963784183 0.0385792667016199
"UCEC Genes test26" 0.509825327510917 NA
"UCEC Covars train26" 0.74479940564636 0.0526234162604527
"UCEC Covars test26" 0.732083792723264 NA
"UCEC Genes and covars train27" 0.845149628439446 0.0359169728895077
"UCEC Genes and covars test27" 0.670801526717557 NA
"UCEC Genes train27" 0.774698795180723 0.0597114433494865
"UCEC Genes test27" 0.598870056497175 NA
"UCEC Covars train27" 0.736593693512754 0.0486360789104825
"UCEC Covars test27" 0.744701348747592 NA
"UCEC Genes and covars train28" 0.824214202561118 0.0417231538832197
"UCEC Genes and covars test28" 0.674386920980926 NA
"UCEC Genes train28" 0.800231711353856 0.0409926266331017
"UCEC Genes test28" 0.61307901907357 NA
"UCEC Covars train28" 0.757109595875603 0.04785082384851
"UCEC Covars test28" 0.697802197802198 NA
"UCEC Genes and covars train29" 0.80663149962321 0.0395472812301357
"UCEC Genes and covars test29" 0.736328125 NA
"UCEC Genes train29" 0.779460269865067 0.0379059961556372
"UCEC Genes test29" 0.646484375 NA
"UCEC Covars train29" 0.722607385079126 0.0448731294463282
"UCEC Covars test29" 0.774257425742574 NA
